county,precinct,office,district,party,candidate,votes
Johnson,Gardner Twp 0-05,US REP,3,Libertarian,STEVEN A HOHE,1
Johnson,Gardner Twp 0-05,US REP,3,Democrat,JAY SIDIE,0
Johnson,Gardner Twp 0-07,US REP,3,Libertarian,STEVEN A HOHE,0
Johnson,Gardner Twp 0-07,US REP,3,Democrat,JAY SIDIE,2
Johnson,Gardner Twp 0-08,US REP,3,Libertarian,STEVEN A HOHE,0
Johnson,Gardner Twp 0-08,US REP,3,Democrat,JAY SIDIE,3
Johnson,Gardner Twp 0-09,US REP,3,Libertarian,STEVEN A HOHE,0
Johnson,Gardner Twp 0-09,US REP,3,Democrat,JAY SIDIE,0
Johnson,Gardner Twp 0-10,US REP,3,Libertarian,STEVEN A HOHE,2
Johnson,Gardner Twp 0-10,US REP,3,Democrat,JAY SIDIE,0
Johnson,Gardner Twp 0-11,US REP,3,Libertarian,STEVEN A HOHE,21
Johnson,Gardner Twp 0-11,US REP,3,Democrat,JAY SIDIE,25
Johnson,Twp 0-13,US REP,3,Libertarian,STEVEN A HOHE,0
Johnson,Twp 0-13,US REP,3,Democrat,JAY SIDIE,0
Johnson,Quivira 0-01,US REP,3,Libertarian,STEVEN A HOHE,35
Johnson,Quivira 0-01,US REP,3,Democrat,JAY SIDIE,198
Johnson,Twp 0-01,US REP,3,Libertarian,STEVEN A HOHE,76
Johnson,Twp 0-01,US REP,3,Democrat,JAY SIDIE,181
Johnson,Twp 0-02,US REP,3,Libertarian,STEVEN A HOHE,1
Johnson,Twp 0-02,US REP,3,Democrat,JAY SIDIE,1
Johnson,Twp 0-03,US REP,3,Libertarian,STEVEN A HOHE,0
Johnson,Twp 0-03,US REP,3,Democrat,JAY SIDIE,2
Johnson,Twp 0-01,US REP,3,Libertarian,STEVEN A HOHE,19
Johnson,Twp 0-01,US REP,3,Democrat,JAY SIDIE,37
Johnson,Twp 0-02,US REP,3,Libertarian,STEVEN A HOHE,40
Johnson,Twp 0-02,US REP,3,Democrat,JAY SIDIE,75
Johnson,Hills 0-01,US REP,3,Libertarian,STEVEN A HOHE,4
Johnson,Hills 0-01,US REP,3,Democrat,JAY SIDIE,177
Johnson,Hills 0-02,US REP,3,Libertarian,STEVEN A HOHE,11
Johnson,Hills 0-02,US REP,3,Democrat,JAY SIDIE,254
Johnson,Hills 0-03,US REP,3,Libertarian,STEVEN A HOHE,9
Johnson,Hills 0-03,US REP,3,Democrat,JAY SIDIE,134
Johnson,Hills 0-04,US REP,3,Libertarian,STEVEN A HOHE,7
Johnson,Hills 0-04,US REP,3,Democrat,JAY SIDIE,282
Johnson,Woods 0-01,US REP,3,Libertarian,STEVEN A HOHE,6
Johnson,Woods 0-01,US REP,3,Democrat,JAY SIDIE,50
Johnson,Twp 0-01,US REP,3,Libertarian,STEVEN A HOHE,27
Johnson,Twp 0-01,US REP,3,Democrat,JAY SIDIE,122
Johnson,Twp 0-02,US REP,3,Libertarian,STEVEN A HOHE,3
Johnson,Twp 0-02,US REP,3,Democrat,JAY SIDIE,13
Johnson,Twp 0-03,US REP,3,Libertarian,STEVEN A HOHE,8
Johnson,Twp 0-03,US REP,3,Democrat,JAY SIDIE,17
Johnson,Twp 0-04,US REP,3,Libertarian,STEVEN A HOHE,0
Johnson,Twp 0-04,US REP,3,Democrat,JAY SIDIE,0
Johnson,Twp 0-07,US REP,3,Libertarian,STEVEN A HOHE,0
Johnson,Twp 0-07,US REP,3,Democrat,JAY SIDIE,1
Johnson,Twp 0-08,US REP,3,Libertarian,STEVEN A HOHE,1
Johnson,Twp 0-08,US REP,3,Democrat,JAY SIDIE,2
Johnson,Twp 0-10,US REP,3,Libertarian,STEVEN A HOHE,1
Johnson,Twp 0-10,US REP,3,Democrat,JAY SIDIE,3
Johnson,Twp 0-11,US REP,3,Libertarian,STEVEN A HOHE,2
Johnson,Twp 0-11,US REP,3,Democrat,JAY SIDIE,1
Johnson,Twp 0-14,US REP,3,Libertarian,STEVEN A HOHE,0
Johnson,Twp 0-14,US REP,3,Democrat,JAY SIDIE,1
Johnson,Twp 0-24,US REP,3,Libertarian,STEVEN A HOHE,2
Johnson,Twp 0-24,US REP,3,Democrat,JAY SIDIE,0
Johnson,Twp 0-25,US REP,3,Libertarian,STEVEN A HOHE,1
Johnson,Twp 0-25,US REP,3,Democrat,JAY SIDIE,1
Johnson,Twp 0-26,US REP,3,Libertarian,STEVEN A HOHE,0
Johnson,Twp 0-26,US REP,3,Democrat,JAY SIDIE,0
Johnson,Twp 0-27,US REP,3,Libertarian,STEVEN A HOHE,0
Johnson,Twp 0-27,US REP,3,Democrat,JAY SIDIE,0
Johnson,Twp 0-32,US REP,3,Libertarian,STEVEN A HOHE,2
Johnson,Twp 0-32,US REP,3,Democrat,JAY SIDIE,5
Johnson,Park 1-01,US REP,3,Libertarian,STEVEN A HOHE,72
Johnson,Park 1-01,US REP,3,Democrat,JAY SIDIE,377
Johnson,Park 1-02,US REP,3,Libertarian,STEVEN A HOHE,59
Johnson,Park 1-02,US REP,3,Democrat,JAY SIDIE,467
Johnson,Park 1-03,US REP,3,Libertarian,STEVEN A HOHE,77
Johnson,Park 1-03,US REP,3,Democrat,JAY SIDIE,324
Johnson,Park 1-04,US REP,3,Libertarian,STEVEN A HOHE,29
Johnson,Park 1-04,US REP,3,Democrat,JAY SIDIE,123
Johnson,Park 1-05,US REP,3,Libertarian,STEVEN A HOHE,53
Johnson,Park 1-05,US REP,3,Democrat,JAY SIDIE,253
Johnson,Park 1-06,US REP,3,Libertarian,STEVEN A HOHE,69
Johnson,Park 1-06,US REP,3,Democrat,JAY SIDIE,430
Johnson,Park 1-07,US REP,3,Libertarian,STEVEN A HOHE,90
Johnson,Park 1-07,US REP,3,Democrat,JAY SIDIE,405
Johnson,Park 1-08,US REP,3,Libertarian,STEVEN A HOHE,81
Johnson,Park 1-08,US REP,3,Democrat,JAY SIDIE,349
Johnson,Park 1-09,US REP,3,Libertarian,STEVEN A HOHE,36
Johnson,Park 1-09,US REP,3,Democrat,JAY SIDIE,183
Johnson,Park 1-10,US REP,3,Libertarian,STEVEN A HOHE,78
Johnson,Park 1-10,US REP,3,Democrat,JAY SIDIE,372
Johnson,Park 1-11,US REP,3,Libertarian,STEVEN A HOHE,33
Johnson,Park 1-11,US REP,3,Democrat,JAY SIDIE,170
Johnson,Park 1-12,US REP,3,Libertarian,STEVEN A HOHE,63
Johnson,Park 1-12,US REP,3,Democrat,JAY SIDIE,481
Johnson,Park 1-13,US REP,3,Libertarian,STEVEN A HOHE,64
Johnson,Park 1-13,US REP,3,Democrat,JAY SIDIE,251
Johnson,Park 1-14,US REP,3,Libertarian,STEVEN A HOHE,84
Johnson,Park 1-14,US REP,3,Democrat,JAY SIDIE,363
Johnson,Park 1-15,US REP,3,Libertarian,STEVEN A HOHE,30
Johnson,Park 1-15,US REP,3,Democrat,JAY SIDIE,180
Johnson,Park 1-16,US REP,3,Libertarian,STEVEN A HOHE,89
Johnson,Park 1-16,US REP,3,Democrat,JAY SIDIE,432
Johnson,Park 1-17,US REP,3,Libertarian,STEVEN A HOHE,41
Johnson,Park 1-17,US REP,3,Democrat,JAY SIDIE,206
Johnson,Park 1-18,US REP,3,Libertarian,STEVEN A HOHE,38
Johnson,Park 1-18,US REP,3,Democrat,JAY SIDIE,338
Johnson,Park 1-19,US REP,3,Libertarian,STEVEN A HOHE,79
Johnson,Park 1-19,US REP,3,Democrat,JAY SIDIE,294
Johnson,Park 1-20,US REP,3,Libertarian,STEVEN A HOHE,45
Johnson,Park 1-20,US REP,3,Democrat,JAY SIDIE,197
Johnson,Park 1-21,US REP,3,Libertarian,STEVEN A HOHE,25
Johnson,Park 1-21,US REP,3,Democrat,JAY SIDIE,110
Johnson,Park 1-22,US REP,3,Libertarian,STEVEN A HOHE,17
Johnson,Park 1-22,US REP,3,Democrat,JAY SIDIE,98
Johnson,Park 2-01,US REP,3,Libertarian,STEVEN A HOHE,44
Johnson,Park 2-01,US REP,3,Democrat,JAY SIDIE,268
Johnson,Park 2-02,US REP,3,Libertarian,STEVEN A HOHE,26
Johnson,Park 2-02,US REP,3,Democrat,JAY SIDIE,338
Johnson,Park 2-03,US REP,3,Libertarian,STEVEN A HOHE,39
Johnson,Park 2-03,US REP,3,Democrat,JAY SIDIE,281
Johnson,Park 2-04,US REP,3,Libertarian,STEVEN A HOHE,63
Johnson,Park 2-04,US REP,3,Democrat,JAY SIDIE,320
Johnson,Park 2-05,US REP,3,Libertarian,STEVEN A HOHE,72
Johnson,Park 2-05,US REP,3,Democrat,JAY SIDIE,355
Johnson,Park 2-06,US REP,3,Libertarian,STEVEN A HOHE,52
Johnson,Park 2-06,US REP,3,Democrat,JAY SIDIE,291
Johnson,Park 2-07,US REP,3,Libertarian,STEVEN A HOHE,33
Johnson,Park 2-07,US REP,3,Democrat,JAY SIDIE,245
Johnson,Park 2-08,US REP,3,Libertarian,STEVEN A HOHE,41
Johnson,Park 2-08,US REP,3,Democrat,JAY SIDIE,251
Johnson,Park 2-09,US REP,3,Libertarian,STEVEN A HOHE,51
Johnson,Park 2-09,US REP,3,Democrat,JAY SIDIE,243
Johnson,Park 2-10,US REP,3,Libertarian,STEVEN A HOHE,32
Johnson,Park 2-10,US REP,3,Democrat,JAY SIDIE,179
Johnson,Park 2-11,US REP,3,Libertarian,STEVEN A HOHE,46
Johnson,Park 2-11,US REP,3,Democrat,JAY SIDIE,282
Johnson,Park 2-12,US REP,3,Libertarian,STEVEN A HOHE,41
Johnson,Park 2-12,US REP,3,Democrat,JAY SIDIE,217
Johnson,Park 2-13,US REP,3,Libertarian,STEVEN A HOHE,35
Johnson,Park 2-13,US REP,3,Democrat,JAY SIDIE,228
Johnson,Park 2-14,US REP,3,Libertarian,STEVEN A HOHE,28
Johnson,Park 2-14,US REP,3,Democrat,JAY SIDIE,250
Johnson,Park 2-15,US REP,3,Libertarian,STEVEN A HOHE,64
Johnson,Park 2-15,US REP,3,Democrat,JAY SIDIE,373
Johnson,Park 2-16,US REP,3,Libertarian,STEVEN A HOHE,18
Johnson,Park 2-16,US REP,3,Democrat,JAY SIDIE,241
Johnson,Park 2-17,US REP,3,Libertarian,STEVEN A HOHE,36
Johnson,Park 2-17,US REP,3,Democrat,JAY SIDIE,307
Johnson,Park 2-18,US REP,3,Libertarian,STEVEN A HOHE,60
Johnson,Park 2-18,US REP,3,Democrat,JAY SIDIE,380
Johnson,Park 2-19,US REP,3,Libertarian,STEVEN A HOHE,25
Johnson,Park 2-19,US REP,3,Democrat,JAY SIDIE,265
Johnson,Park 2-20,US REP,3,Libertarian,STEVEN A HOHE,22
Johnson,Park 2-20,US REP,3,Democrat,JAY SIDIE,222
Johnson,Park 2-21,US REP,3,Libertarian,STEVEN A HOHE,21
Johnson,Park 2-21,US REP,3,Democrat,JAY SIDIE,266
Johnson,Park 2-22,US REP,3,Libertarian,STEVEN A HOHE,52
Johnson,Park 2-22,US REP,3,Democrat,JAY SIDIE,295
Johnson,Park 2-23,US REP,3,Libertarian,STEVEN A HOHE,18
Johnson,Park 2-23,US REP,3,Democrat,JAY SIDIE,250
Johnson,Park 2-24,US REP,3,Libertarian,STEVEN A HOHE,57
Johnson,Park 2-24,US REP,3,Democrat,JAY SIDIE,495
Johnson,Park 2-25,US REP,3,Libertarian,STEVEN A HOHE,25
Johnson,Park 2-25,US REP,3,Democrat,JAY SIDIE,359
Johnson,Park 2-26,US REP,3,Libertarian,STEVEN A HOHE,21
Johnson,Park 2-26,US REP,3,Democrat,JAY SIDIE,158
Johnson,Park 3-01,US REP,3,Libertarian,STEVEN A HOHE,60
Johnson,Park 3-01,US REP,3,Democrat,JAY SIDIE,403
Johnson,Park 3-02,US REP,3,Libertarian,STEVEN A HOHE,50
Johnson,Park 3-02,US REP,3,Democrat,JAY SIDIE,298
Johnson,Park 3-03,US REP,3,Libertarian,STEVEN A HOHE,17
Johnson,Park 3-03,US REP,3,Democrat,JAY SIDIE,238
Johnson,Park 3-04,US REP,3,Libertarian,STEVEN A HOHE,40
Johnson,Park 3-04,US REP,3,Democrat,JAY SIDIE,382
Johnson,Park 3-05,US REP,3,Libertarian,STEVEN A HOHE,51
Johnson,Park 3-05,US REP,3,Democrat,JAY SIDIE,345
Johnson,Park 3-06,US REP,3,Libertarian,STEVEN A HOHE,53
Johnson,Park 3-06,US REP,3,Democrat,JAY SIDIE,399
Johnson,Park 3-07,US REP,3,Libertarian,STEVEN A HOHE,69
Johnson,Park 3-07,US REP,3,Democrat,JAY SIDIE,312
Johnson,Park 3-08,US REP,3,Libertarian,STEVEN A HOHE,54
Johnson,Park 3-08,US REP,3,Democrat,JAY SIDIE,263
Johnson,Park 3-09,US REP,3,Libertarian,STEVEN A HOHE,70
Johnson,Park 3-09,US REP,3,Democrat,JAY SIDIE,428
Johnson,Park 3-10,US REP,3,Libertarian,STEVEN A HOHE,31
Johnson,Park 3-10,US REP,3,Democrat,JAY SIDIE,214
Johnson,Park 3-11,US REP,3,Libertarian,STEVEN A HOHE,29
Johnson,Park 3-11,US REP,3,Democrat,JAY SIDIE,280
Johnson,Park 3-12,US REP,3,Libertarian,STEVEN A HOHE,60
Johnson,Park 3-12,US REP,3,Democrat,JAY SIDIE,284
Johnson,Park 3-13,US REP,3,Libertarian,STEVEN A HOHE,73
Johnson,Park 3-13,US REP,3,Democrat,JAY SIDIE,519
Johnson,Park 3-14,US REP,3,Libertarian,STEVEN A HOHE,89
Johnson,Park 3-14,US REP,3,Democrat,JAY SIDIE,416
Johnson,Park 3-15,US REP,3,Libertarian,STEVEN A HOHE,28
Johnson,Park 3-15,US REP,3,Democrat,JAY SIDIE,217
Johnson,Park 3-16,US REP,3,Libertarian,STEVEN A HOHE,31
Johnson,Park 3-16,US REP,3,Democrat,JAY SIDIE,314
Johnson,Park 3-17,US REP,3,Libertarian,STEVEN A HOHE,27
Johnson,Park 3-17,US REP,3,Democrat,JAY SIDIE,212
Johnson,Park 3-18,US REP,3,Libertarian,STEVEN A HOHE,76
Johnson,Park 3-18,US REP,3,Democrat,JAY SIDIE,298
Johnson,Park 3-19,US REP,3,Libertarian,STEVEN A HOHE,67
Johnson,Park 3-19,US REP,3,Democrat,JAY SIDIE,326
Johnson,Park 3-20,US REP,3,Libertarian,STEVEN A HOHE,47
Johnson,Park 3-20,US REP,3,Democrat,JAY SIDIE,352
Johnson,Park 3-21,US REP,3,Libertarian,STEVEN A HOHE,36
Johnson,Park 3-21,US REP,3,Democrat,JAY SIDIE,271
Johnson,Park 3-22,US REP,3,Libertarian,STEVEN A HOHE,36
Johnson,Park 3-22,US REP,3,Democrat,JAY SIDIE,202
Johnson,Park 4-01,US REP,3,Libertarian,STEVEN A HOHE,33
Johnson,Park 4-01,US REP,3,Democrat,JAY SIDIE,255
Johnson,Park 4-02,US REP,3,Libertarian,STEVEN A HOHE,64
Johnson,Park 4-02,US REP,3,Democrat,JAY SIDIE,333
Johnson,Park 4-03,US REP,3,Libertarian,STEVEN A HOHE,51
Johnson,Park 4-03,US REP,3,Democrat,JAY SIDIE,348
Johnson,Park 4-04,US REP,3,Libertarian,STEVEN A HOHE,61
Johnson,Park 4-04,US REP,3,Democrat,JAY SIDIE,409
Johnson,Park 4-05,US REP,3,Libertarian,STEVEN A HOHE,48
Johnson,Park 4-05,US REP,3,Democrat,JAY SIDIE,324
Johnson,Park 4-06,US REP,3,Libertarian,STEVEN A HOHE,41
Johnson,Park 4-06,US REP,3,Democrat,JAY SIDIE,266
Johnson,Park 4-07,US REP,3,Libertarian,STEVEN A HOHE,33
Johnson,Park 4-07,US REP,3,Democrat,JAY SIDIE,255
Johnson,Park 4-08,US REP,3,Libertarian,STEVEN A HOHE,48
Johnson,Park 4-08,US REP,3,Democrat,JAY SIDIE,312
Johnson,Park 4-09,US REP,3,Libertarian,STEVEN A HOHE,32
Johnson,Park 4-09,US REP,3,Democrat,JAY SIDIE,187
Johnson,Park 4-10,US REP,3,Libertarian,STEVEN A HOHE,25
Johnson,Park 4-10,US REP,3,Democrat,JAY SIDIE,189
Johnson,Park 4-11,US REP,3,Libertarian,STEVEN A HOHE,64
Johnson,Park 4-11,US REP,3,Democrat,JAY SIDIE,368
Johnson,Park 4-12,US REP,3,Libertarian,STEVEN A HOHE,84
Johnson,Park 4-12,US REP,3,Democrat,JAY SIDIE,480
Johnson,Park 4-13,US REP,3,Libertarian,STEVEN A HOHE,50
Johnson,Park 4-13,US REP,3,Democrat,JAY SIDIE,235
Johnson,Park 4-14,US REP,3,Libertarian,STEVEN A HOHE,21
Johnson,Park 4-14,US REP,3,Democrat,JAY SIDIE,142
Johnson,Park 4-15,US REP,3,Libertarian,STEVEN A HOHE,70
Johnson,Park 4-15,US REP,3,Democrat,JAY SIDIE,392
Johnson,Park 4-16,US REP,3,Libertarian,STEVEN A HOHE,59
Johnson,Park 4-16,US REP,3,Democrat,JAY SIDIE,345
Johnson,Park 4-17,US REP,3,Libertarian,STEVEN A HOHE,65
Johnson,Park 4-17,US REP,3,Democrat,JAY SIDIE,453
Johnson,Park 4-18,US REP,3,Libertarian,STEVEN A HOHE,15
Johnson,Park 4-18,US REP,3,Democrat,JAY SIDIE,99
Johnson,Park 4-19,US REP,3,Libertarian,STEVEN A HOHE,48
Johnson,Park 4-19,US REP,3,Democrat,JAY SIDIE,292
Johnson,Park 5-01,US REP,3,Libertarian,STEVEN A HOHE,44
Johnson,Park 5-01,US REP,3,Democrat,JAY SIDIE,334
Johnson,Park 5-02,US REP,3,Libertarian,STEVEN A HOHE,6
Johnson,Park 5-02,US REP,3,Democrat,JAY SIDIE,20
Johnson,Park 5-03,US REP,3,Libertarian,STEVEN A HOHE,43
Johnson,Park 5-03,US REP,3,Democrat,JAY SIDIE,300
Johnson,Park 5-04,US REP,3,Libertarian,STEVEN A HOHE,60
Johnson,Park 5-04,US REP,3,Democrat,JAY SIDIE,318
Johnson,Park 5-05,US REP,3,Libertarian,STEVEN A HOHE,53
Johnson,Park 5-05,US REP,3,Democrat,JAY SIDIE,291
Johnson,Park 5-06,US REP,3,Libertarian,STEVEN A HOHE,46
Johnson,Park 5-06,US REP,3,Democrat,JAY SIDIE,336
Johnson,Park 5-07,US REP,3,Libertarian,STEVEN A HOHE,29
Johnson,Park 5-07,US REP,3,Democrat,JAY SIDIE,281
Johnson,Park 5-08,US REP,3,Libertarian,STEVEN A HOHE,88
Johnson,Park 5-08,US REP,3,Democrat,JAY SIDIE,549
Johnson,Park 5-09,US REP,3,Libertarian,STEVEN A HOHE,46
Johnson,Park 5-09,US REP,3,Democrat,JAY SIDIE,410
Johnson,Park 5-10,US REP,3,Libertarian,STEVEN A HOHE,44
Johnson,Park 5-10,US REP,3,Democrat,JAY SIDIE,339
Johnson,Park 5-11,US REP,3,Libertarian,STEVEN A HOHE,78
Johnson,Park 5-11,US REP,3,Democrat,JAY SIDIE,469
Johnson,Park 5-12,US REP,3,Libertarian,STEVEN A HOHE,30
Johnson,Park 5-12,US REP,3,Democrat,JAY SIDIE,189
Johnson,Park 5-13,US REP,3,Libertarian,STEVEN A HOHE,52
Johnson,Park 5-13,US REP,3,Democrat,JAY SIDIE,485
Johnson,Park 5-14,US REP,3,Libertarian,STEVEN A HOHE,45
Johnson,Park 5-14,US REP,3,Democrat,JAY SIDIE,363
Johnson,Park 5-15,US REP,3,Libertarian,STEVEN A HOHE,64
Johnson,Park 5-15,US REP,3,Democrat,JAY SIDIE,342
Johnson,Park 5-16,US REP,3,Libertarian,STEVEN A HOHE,23
Johnson,Park 5-16,US REP,3,Democrat,JAY SIDIE,210
Johnson,Park 5-17,US REP,3,Libertarian,STEVEN A HOHE,17
Johnson,Park 5-17,US REP,3,Democrat,JAY SIDIE,141
Johnson,Park 5-18,US REP,3,Libertarian,STEVEN A HOHE,49
Johnson,Park 5-18,US REP,3,Democrat,JAY SIDIE,369
Johnson,Park 6-01,US REP,3,Libertarian,STEVEN A HOHE,30
Johnson,Park 6-01,US REP,3,Democrat,JAY SIDIE,300
Johnson,Park 6-02,US REP,3,Libertarian,STEVEN A HOHE,31
Johnson,Park 6-02,US REP,3,Democrat,JAY SIDIE,256
Johnson,Park 6-03,US REP,3,Libertarian,STEVEN A HOHE,36
Johnson,Park 6-03,US REP,3,Democrat,JAY SIDIE,193
Johnson,Park 6-04,US REP,3,Libertarian,STEVEN A HOHE,42
Johnson,Park 6-04,US REP,3,Democrat,JAY SIDIE,301
Johnson,Park 6-05,US REP,3,Libertarian,STEVEN A HOHE,66
Johnson,Park 6-05,US REP,3,Democrat,JAY SIDIE,390
Johnson,Park 6-06,US REP,3,Libertarian,STEVEN A HOHE,0
Johnson,Park 6-06,US REP,3,Democrat,JAY SIDIE,1
Johnson,Park 6-07,US REP,3,Libertarian,STEVEN A HOHE,17
Johnson,Park 6-07,US REP,3,Democrat,JAY SIDIE,69
Johnson,Park 6-08,US REP,3,Libertarian,STEVEN A HOHE,91
Johnson,Park 6-08,US REP,3,Democrat,JAY SIDIE,523
Johnson,Park 6-09,US REP,3,Libertarian,STEVEN A HOHE,70
Johnson,Park 6-09,US REP,3,Democrat,JAY SIDIE,455
Johnson,Park 6-10,US REP,3,Libertarian,STEVEN A HOHE,73
Johnson,Park 6-10,US REP,3,Democrat,JAY SIDIE,323
Johnson,Park 6-11,US REP,3,Libertarian,STEVEN A HOHE,66
Johnson,Park 6-11,US REP,3,Democrat,JAY SIDIE,264
Johnson,Park 6-12,US REP,3,Libertarian,STEVEN A HOHE,21
Johnson,Park 6-12,US REP,3,Democrat,JAY SIDIE,132
Johnson,Park 6-13,US REP,3,Libertarian,STEVEN A HOHE,63
Johnson,Park 6-13,US REP,3,Democrat,JAY SIDIE,369
Johnson,Park 6-15,US REP,3,Libertarian,STEVEN A HOHE,59
Johnson,Park 6-15,US REP,3,Democrat,JAY SIDIE,338
Johnson,Park 6-16,US REP,3,Libertarian,STEVEN A HOHE,28
Johnson,Park 6-16,US REP,3,Democrat,JAY SIDIE,191
Johnson,Park 6-17,US REP,3,Libertarian,STEVEN A HOHE,15
Johnson,Park 6-17,US REP,3,Democrat,JAY SIDIE,52
Johnson,Park 6-18,US REP,3,Libertarian,STEVEN A HOHE,0
Johnson,Park 6-18,US REP,3,Democrat,JAY SIDIE,0
Johnson,Park 6-19,US REP,3,Libertarian,STEVEN A HOHE,66
Johnson,Park 6-19,US REP,3,Democrat,JAY SIDIE,373
Johnson,Park 6-20,US REP,3,Libertarian,STEVEN A HOHE,30
Johnson,Park 6-20,US REP,3,Democrat,JAY SIDIE,75
Johnson,Park 6-21,US REP,3,Libertarian,STEVEN A HOHE,84
Johnson,Park 6-21,US REP,3,Democrat,JAY SIDIE,422
Johnson,Twp 0-02,US REP,3,Libertarian,STEVEN A HOHE,41
Johnson,Twp 0-02,US REP,3,Democrat,JAY SIDIE,155
Johnson,Twp 0-04,US REP,3,Libertarian,STEVEN A HOHE,32
Johnson,Twp 0-04,US REP,3,Democrat,JAY SIDIE,171
Johnson,Twp 0-05,US REP,3,Libertarian,STEVEN A HOHE,1
Johnson,Twp 0-05,US REP,3,Democrat,JAY SIDIE,0
Johnson,Twp 0-09,US REP,3,Libertarian,STEVEN A HOHE,5
Johnson,Twp 0-09,US REP,3,Democrat,JAY SIDIE,7
Johnson,Twp 0-10,US REP,3,Libertarian,STEVEN A HOHE,0
Johnson,Twp 0-10,US REP,3,Democrat,JAY SIDIE,0
Johnson,Twp 0-11,US REP,3,Libertarian,STEVEN A HOHE,7
Johnson,Twp 0-11,US REP,3,Democrat,JAY SIDIE,28
Johnson,Village 1-01,US REP,3,Libertarian,STEVEN A HOHE,44
Johnson,Village 1-01,US REP,3,Democrat,JAY SIDIE,491
Johnson,Village 1-02,US REP,3,Libertarian,STEVEN A HOHE,35
Johnson,Village 1-02,US REP,3,Democrat,JAY SIDIE,371
Johnson,Village 1-03,US REP,3,Libertarian,STEVEN A HOHE,41
Johnson,Village 1-03,US REP,3,Democrat,JAY SIDIE,528
Johnson,Village 2-01,US REP,3,Libertarian,STEVEN A HOHE,44
Johnson,Village 2-01,US REP,3,Democrat,JAY SIDIE,450
Johnson,Village 2-02,US REP,3,Libertarian,STEVEN A HOHE,47
Johnson,Village 2-02,US REP,3,Democrat,JAY SIDIE,226
Johnson,Village 2-03,US REP,3,Libertarian,STEVEN A HOHE,43
Johnson,Village 2-03,US REP,3,Democrat,JAY SIDIE,431
Johnson,Village 3-01,US REP,3,Libertarian,STEVEN A HOHE,24
Johnson,Village 3-01,US REP,3,Democrat,JAY SIDIE,282
Johnson,Village 3-02,US REP,3,Libertarian,STEVEN A HOHE,47
Johnson,Village 3-02,US REP,3,Democrat,JAY SIDIE,438
Johnson,Village 3-03,US REP,3,Libertarian,STEVEN A HOHE,33
Johnson,Village 3-03,US REP,3,Democrat,JAY SIDIE,394
Johnson,Village 4-01,US REP,3,Libertarian,STEVEN A HOHE,31
Johnson,Village 4-01,US REP,3,Democrat,JAY SIDIE,361
Johnson,Village 4-02,US REP,3,Libertarian,STEVEN A HOHE,52
Johnson,Village 4-02,US REP,3,Democrat,JAY SIDIE,284
Johnson,Village 4-03,US REP,3,Libertarian,STEVEN A HOHE,45
Johnson,Village 4-03,US REP,3,Democrat,JAY SIDIE,465
Johnson,Village 5-01,US REP,3,Libertarian,STEVEN A HOHE,24
Johnson,Village 5-01,US REP,3,Democrat,JAY SIDIE,414
Johnson,Village 5-02,US REP,3,Libertarian,STEVEN A HOHE,32
Johnson,Village 5-02,US REP,3,Democrat,JAY SIDIE,382
Johnson,Village 5-03,US REP,3,Libertarian,STEVEN A HOHE,37
Johnson,Village 5-03,US REP,3,Democrat,JAY SIDIE,338
Johnson,Village 6-01,US REP,3,Libertarian,STEVEN A HOHE,58
Johnson,Village 6-01,US REP,3,Democrat,JAY SIDIE,449
Johnson,Village 6-02,US REP,3,Libertarian,STEVEN A HOHE,57
Johnson,Village 6-02,US REP,3,Democrat,JAY SIDIE,389
Johnson,Village 6-03,US REP,3,Libertarian,STEVEN A HOHE,48
Johnson,Village 6-03,US REP,3,Democrat,JAY SIDIE,288
Johnson,Park 1-01,US REP,3,Libertarian,STEVEN A HOHE,53
Johnson,Park 1-01,US REP,3,Democrat,JAY SIDIE,235
Johnson,Park 1-02,US REP,3,Libertarian,STEVEN A HOHE,36
Johnson,Park 1-02,US REP,3,Democrat,JAY SIDIE,175
Johnson,Park 2-01,US REP,3,Libertarian,STEVEN A HOHE,33
Johnson,Park 2-01,US REP,3,Democrat,JAY SIDIE,231
Johnson,Park 2-02,US REP,3,Libertarian,STEVEN A HOHE,50
Johnson,Park 2-02,US REP,3,Democrat,JAY SIDIE,269
Johnson,Park 3-01,US REP,3,Libertarian,STEVEN A HOHE,29
Johnson,Park 3-01,US REP,3,Democrat,JAY SIDIE,203
Johnson,Park 3-02,US REP,3,Libertarian,STEVEN A HOHE,16
Johnson,Park 3-02,US REP,3,Democrat,JAY SIDIE,194
Johnson,Park 3-03,US REP,3,Libertarian,STEVEN A HOHE,36
Johnson,Park 3-03,US REP,3,Democrat,JAY SIDIE,143
Johnson,Park 4-01,US REP,3,Libertarian,STEVEN A HOHE,16
Johnson,Park 4-01,US REP,3,Democrat,JAY SIDIE,153
Johnson,Park 4-02,US REP,3,Libertarian,STEVEN A HOHE,19
Johnson,Park 4-02,US REP,3,Democrat,JAY SIDIE,220
Johnson,Park 4-03,US REP,3,Libertarian,STEVEN A HOHE,27
Johnson,Park 4-03,US REP,3,Democrat,JAY SIDIE,216
Johnson,Hill 0-01,US REP,3,Libertarian,STEVEN A HOHE,178
Johnson,Hill 0-01,US REP,3,Democrat,JAY SIDIE,438
Johnson,Hill 0-03,US REP,3,Libertarian,STEVEN A HOHE,7
Johnson,Hill 0-03,US REP,3,Democrat,JAY SIDIE,27
