county,precinct,office,district,party,candidate,votes
Johnson,Park 1-03,PRESIDENT/VP,"",Republican,TRUMP AND PENCE,306
Johnson,Park 1-03,PRESIDENT/VP,"",N/A,write in,16
Johnson,Park 1-04,PRESIDENT/VP,"",Green,STEIN AND BARAKA,4
Johnson,Park 1-04,PRESIDENT/VP,"",Republican,TRUMP AND PENCE,120
Johnson,Park 1-04,PRESIDENT/VP,"",N/A,write in,11
Johnson,Park 1-05,PRESIDENT/VP,"",Green,STEIN AND BARAKA,14
Johnson,Park 1-05,PRESIDENT/VP,"",Republican,TRUMP AND PENCE,193
Johnson,Park 1-05,PRESIDENT/VP,"",N/A,write in,9
Johnson,Park 1-06,PRESIDENT/VP,"",Green,STEIN AND BARAKA,20
Johnson,Park 1-06,PRESIDENT/VP,"",Republican,TRUMP AND PENCE,325
Johnson,Park 1-06,PRESIDENT/VP,"",N/A,write in,36
Johnson,Park 1-07,PRESIDENT/VP,"",Green,STEIN AND BARAKA,11
Johnson,Park 1-07,PRESIDENT/VP,"",Republican,TRUMP AND PENCE,373
Johnson,Park 1-07,PRESIDENT/VP,"",N/A,write in,29
Johnson,Park 1-08,PRESIDENT/VP,"",Green,STEIN AND BARAKA,23
Johnson,Park 1-08,PRESIDENT/VP,"",Republican,TRUMP AND PENCE,247
Johnson,Park 1-08,PRESIDENT/VP,"",N/A,write in,16
Johnson,Park 1-09,PRESIDENT/VP,"",Green,STEIN AND BARAKA,7
Johnson,Park 1-09,PRESIDENT/VP,"",Republican,TRUMP AND PENCE,171
Johnson,Park 1-09,PRESIDENT/VP,"",N/A,write in,10
Johnson,Park 1-10,PRESIDENT/VP,"",Green,STEIN AND BARAKA,30
Johnson,Park 1-10,PRESIDENT/VP,"",Republican,TRUMP AND PENCE,341
Johnson,Park 1-10,PRESIDENT/VP,"",N/A,write in,21
Johnson,Park 1-11,PRESIDENT/VP,"",Green,STEIN AND BARAKA,16
Johnson,Park 1-11,PRESIDENT/VP,"",Republican,TRUMP AND PENCE,100
Johnson,Park 1-11,PRESIDENT/VP,"",N/A,write in,8
Johnson,Park 1-12,PRESIDENT/VP,"",Green,STEIN AND BARAKA,20
Johnson,Park 1-12,PRESIDENT/VP,"",Republican,TRUMP AND PENCE,278
Johnson,Park 1-12,PRESIDENT/VP,"",N/A,write in,11
Johnson,Park 1-13,PRESIDENT/VP,"",Green,STEIN AND BARAKA,20
Johnson,Park 1-13,PRESIDENT/VP,"",Republican,TRUMP AND PENCE,228
Johnson,Park 1-13,PRESIDENT/VP,"",N/A,write in,12
Johnson,Park 1-14,PRESIDENT/VP,"",Green,STEIN AND BARAKA,23
Johnson,Park 1-14,PRESIDENT/VP,"",Republican,TRUMP AND PENCE,303
Johnson,Park 1-14,PRESIDENT/VP,"",N/A,write in,10
Johnson,Park 1-15,PRESIDENT/VP,"",Green,STEIN AND BARAKA,14
Johnson,Park 1-15,PRESIDENT/VP,"",Republican,TRUMP AND PENCE,137
Johnson,Park 1-15,PRESIDENT/VP,"",N/A,write in,6
Johnson,Park 1-16,PRESIDENT/VP,"",Green,STEIN AND BARAKA,33
Johnson,Park 1-16,PRESIDENT/VP,"",Republican,TRUMP AND PENCE,300
Johnson,Park 1-16,PRESIDENT/VP,"",N/A,write in,19
Johnson,Park 1-17,PRESIDENT/VP,"",Green,STEIN AND BARAKA,14
Johnson,Park 1-17,PRESIDENT/VP,"",Republican,TRUMP AND PENCE,154
Johnson,Park 1-17,PRESIDENT/VP,"",N/A,write in,7
Johnson,Park 1-18,PRESIDENT/VP,"",Green,STEIN AND BARAKA,12
Johnson,Park 1-18,PRESIDENT/VP,"",Republican,TRUMP AND PENCE,245
Johnson,Park 1-18,PRESIDENT/VP,"",N/A,write in,8
Johnson,Park 1-19,PRESIDENT/VP,"",Green,STEIN AND BARAKA,21
Johnson,Park 1-19,PRESIDENT/VP,"",Republican,TRUMP AND PENCE,256
Johnson,Park 1-19,PRESIDENT/VP,"",N/A,write in,13
Johnson,Park 1-20,PRESIDENT/VP,"",Green,STEIN AND BARAKA,13
Johnson,Park 1-20,PRESIDENT/VP,"",Republican,TRUMP AND PENCE,157
Johnson,Park 1-20,PRESIDENT/VP,"",N/A,write in,12
Johnson,Park 1-21,PRESIDENT/VP,"",Green,STEIN AND BARAKA,9
Johnson,Park 1-21,PRESIDENT/VP,"",Republican,TRUMP AND PENCE,107
Johnson,Park 1-21,PRESIDENT/VP,"",N/A,write in,0
Johnson,Park 1-22,PRESIDENT/VP,"",Green,STEIN AND BARAKA,8
Johnson,Park 1-22,PRESIDENT/VP,"",Republican,TRUMP AND PENCE,63
Johnson,Park 1-22,PRESIDENT/VP,"",N/A,write in,5
Johnson,Park 2-01,PRESIDENT/VP,"",Green,STEIN AND BARAKA,14
Johnson,Park 2-01,PRESIDENT/VP,"",Republican,TRUMP AND PENCE,235
Johnson,Park 2-01,PRESIDENT/VP,"",N/A,write in,21
Johnson,Park 2-02,PRESIDENT/VP,"",Green,STEIN AND BARAKA,21
Johnson,Park 2-02,PRESIDENT/VP,"",Republican,TRUMP AND PENCE,234
Johnson,Park 2-02,PRESIDENT/VP,"",N/A,write in,19
Johnson,Park 2-03,PRESIDENT/VP,"",Green,STEIN AND BARAKA,7
Johnson,Park 2-03,PRESIDENT/VP,"",Republican,TRUMP AND PENCE,230
Johnson,Park 2-03,PRESIDENT/VP,"",N/A,write in,13
Johnson,Park 2-04,PRESIDENT/VP,"",Green,STEIN AND BARAKA,16
Johnson,Park 2-04,PRESIDENT/VP,"",Republican,TRUMP AND PENCE,304
Johnson,Park 2-04,PRESIDENT/VP,"",N/A,write in,8
Johnson,Park 2-05,PRESIDENT/VP,"",Green,STEIN AND BARAKA,21
Johnson,Park 2-05,PRESIDENT/VP,"",Republican,TRUMP AND PENCE,269
Johnson,Park 2-05,PRESIDENT/VP,"",N/A,write in,16
Johnson,Park 2-06,PRESIDENT/VP,"",Green,STEIN AND BARAKA,12
Johnson,Park 2-06,PRESIDENT/VP,"",Republican,TRUMP AND PENCE,266
Johnson,Park 2-06,PRESIDENT/VP,"",N/A,write in,18
Johnson,Park 2-07,PRESIDENT/VP,"",Green,STEIN AND BARAKA,12
Johnson,Park 2-07,PRESIDENT/VP,"",Republican,TRUMP AND PENCE,224
Johnson,Park 2-07,PRESIDENT/VP,"",N/A,write in,9
Johnson,Park 2-08,PRESIDENT/VP,"",Green,STEIN AND BARAKA,18
Johnson,Park 2-08,PRESIDENT/VP,"",Republican,TRUMP AND PENCE,161
Johnson,Park 2-08,PRESIDENT/VP,"",N/A,write in,8
Johnson,Park 2-09,PRESIDENT/VP,"",Green,STEIN AND BARAKA,19
Johnson,Park 2-09,PRESIDENT/VP,"",Republican,TRUMP AND PENCE,247
Johnson,Park 2-09,PRESIDENT/VP,"",N/A,write in,8
Johnson,Park 2-10,PRESIDENT/VP,"",Green,STEIN AND BARAKA,8
Johnson,Park 2-10,PRESIDENT/VP,"",Republican,TRUMP AND PENCE,231
Johnson,Park 2-10,PRESIDENT/VP,"",N/A,write in,16
Johnson,Park 2-11,PRESIDENT/VP,"",Green,STEIN AND BARAKA,10
Johnson,Park 2-11,PRESIDENT/VP,"",Republican,TRUMP AND PENCE,255
Johnson,Park 2-11,PRESIDENT/VP,"",N/A,write in,9
Johnson,Park 2-12,PRESIDENT/VP,"",Green,STEIN AND BARAKA,13
Johnson,Park 2-12,PRESIDENT/VP,"",Republican,TRUMP AND PENCE,184
Johnson,Park 2-12,PRESIDENT/VP,"",N/A,write in,9
Johnson,Park 2-13,PRESIDENT/VP,"",Green,STEIN AND BARAKA,8
Johnson,Park 2-13,PRESIDENT/VP,"",Republican,TRUMP AND PENCE,142
Johnson,Park 2-13,PRESIDENT/VP,"",N/A,write in,9
Johnson,Park 2-14,PRESIDENT/VP,"",Green,STEIN AND BARAKA,10
Johnson,Park 2-14,PRESIDENT/VP,"",Republican,TRUMP AND PENCE,182
Johnson,Park 2-14,PRESIDENT/VP,"",N/A,write in,4
Johnson,Park 2-15,PRESIDENT/VP,"",Green,STEIN AND BARAKA,13
Johnson,Park 2-15,PRESIDENT/VP,"",Republican,TRUMP AND PENCE,345
Johnson,Park 2-15,PRESIDENT/VP,"",N/A,write in,25
Johnson,Park 2-16,PRESIDENT/VP,"",Green,STEIN AND BARAKA,11
Johnson,Park 2-16,PRESIDENT/VP,"",Republican,TRUMP AND PENCE,204
Johnson,Park 2-16,PRESIDENT/VP,"",N/A,write in,13
Johnson,Park 2-17,PRESIDENT/VP,"",Green,STEIN AND BARAKA,15
Johnson,Park 2-17,PRESIDENT/VP,"",Republican,TRUMP AND PENCE,356
Johnson,Park 2-17,PRESIDENT/VP,"",N/A,write in,16
Johnson,Park 2-18,PRESIDENT/VP,"",Green,STEIN AND BARAKA,20
Johnson,Park 2-18,PRESIDENT/VP,"",Republican,TRUMP AND PENCE,359
Johnson,Park 2-18,PRESIDENT/VP,"",N/A,write in,11
Johnson,Park 2-19,PRESIDENT/VP,"",Green,STEIN AND BARAKA,7
Johnson,Park 2-19,PRESIDENT/VP,"",Republican,TRUMP AND PENCE,220
Johnson,Park 2-19,PRESIDENT/VP,"",N/A,write in,17
Johnson,Park 2-20,PRESIDENT/VP,"",Green,STEIN AND BARAKA,4
Johnson,Park 2-20,PRESIDENT/VP,"",Republican,TRUMP AND PENCE,226
Johnson,Park 2-20,PRESIDENT/VP,"",N/A,write in,12
Johnson,Park 2-21,PRESIDENT/VP,"",Green,STEIN AND BARAKA,7
Johnson,Park 2-21,PRESIDENT/VP,"",Republican,TRUMP AND PENCE,224
Johnson,Park 2-21,PRESIDENT/VP,"",N/A,write in,13
Johnson,Park 2-22,PRESIDENT/VP,"",Green,STEIN AND BARAKA,11
Johnson,Park 2-22,PRESIDENT/VP,"",Republican,TRUMP AND PENCE,238
Johnson,Park 2-22,PRESIDENT/VP,"",N/A,write in,15
Johnson,Park 2-23,PRESIDENT/VP,"",Green,STEIN AND BARAKA,12
Johnson,Park 2-23,PRESIDENT/VP,"",Republican,TRUMP AND PENCE,271
Johnson,Park 2-23,PRESIDENT/VP,"",N/A,write in,16
Johnson,Park 2-24,PRESIDENT/VP,"",Green,STEIN AND BARAKA,16
Johnson,Park 2-24,PRESIDENT/VP,"",Republican,TRUMP AND PENCE,432
Johnson,Park 2-24,PRESIDENT/VP,"",N/A,write in,32
Johnson,Park 2-25,PRESIDENT/VP,"",Green,STEIN AND BARAKA,15
Johnson,Park 2-25,PRESIDENT/VP,"",Republican,TRUMP AND PENCE,289
Johnson,Park 2-25,PRESIDENT/VP,"",N/A,write in,14
Johnson,Park 2-26,PRESIDENT/VP,"",Green,STEIN AND BARAKA,8
Johnson,Park 2-26,PRESIDENT/VP,"",Republican,TRUMP AND PENCE,105
Johnson,Park 2-26,PRESIDENT/VP,"",N/A,write in,6
Johnson,Park 3-01,PRESIDENT/VP,"",Green,STEIN AND BARAKA,16
Johnson,Park 3-01,PRESIDENT/VP,"",Republican,TRUMP AND PENCE,508
Johnson,Park 3-01,PRESIDENT/VP,"",N/A,write in,29
Johnson,Park 3-02,PRESIDENT/VP,"",Green,STEIN AND BARAKA,17
Johnson,Park 3-02,PRESIDENT/VP,"",Republican,TRUMP AND PENCE,308
Johnson,Park 3-02,PRESIDENT/VP,"",N/A,write in,18
Johnson,Park 3-03,PRESIDENT/VP,"",Green,STEIN AND BARAKA,3
Johnson,Park 3-03,PRESIDENT/VP,"",Republican,TRUMP AND PENCE,264
Johnson,Park 3-03,PRESIDENT/VP,"",N/A,write in,10
Johnson,Park 3-04,PRESIDENT/VP,"",Green,STEIN AND BARAKA,16
Johnson,Park 3-04,PRESIDENT/VP,"",Republican,TRUMP AND PENCE,341
Johnson,Park 3-04,PRESIDENT/VP,"",N/A,write in,17
Johnson,Park 3-05,PRESIDENT/VP,"",Green,STEIN AND BARAKA,18
Johnson,Park 3-05,PRESIDENT/VP,"",Republican,TRUMP AND PENCE,389
Johnson,Park 3-05,PRESIDENT/VP,"",N/A,write in,24
Johnson,Park 3-06,PRESIDENT/VP,"",Green,STEIN AND BARAKA,20
Johnson,Park 3-06,PRESIDENT/VP,"",Republican,TRUMP AND PENCE,393
Johnson,Park 3-06,PRESIDENT/VP,"",N/A,write in,13
Johnson,Park 3-07,PRESIDENT/VP,"",Green,STEIN AND BARAKA,16
Johnson,Park 3-07,PRESIDENT/VP,"",Republican,TRUMP AND PENCE,266
Johnson,Park 3-07,PRESIDENT/VP,"",N/A,write in,19
Johnson,Park 3-08,PRESIDENT/VP,"",Green,STEIN AND BARAKA,11
Johnson,Park 3-08,PRESIDENT/VP,"",Republican,TRUMP AND PENCE,322
Johnson,Park 3-08,PRESIDENT/VP,"",N/A,write in,16
Johnson,Park 3-09,PRESIDENT/VP,"",Green,STEIN AND BARAKA,15
Johnson,Park 3-09,PRESIDENT/VP,"",Republican,TRUMP AND PENCE,445
Johnson,Park 3-09,PRESIDENT/VP,"",N/A,write in,25
Johnson,Park 3-10,PRESIDENT/VP,"",Green,STEIN AND BARAKA,9
Johnson,Park 3-10,PRESIDENT/VP,"",Republican,TRUMP AND PENCE,248
Johnson,Park 3-10,PRESIDENT/VP,"",N/A,write in,15
Johnson,Park 3-11,PRESIDENT/VP,"",Green,STEIN AND BARAKA,5
Johnson,Park 3-11,PRESIDENT/VP,"",Republican,TRUMP AND PENCE,337
Johnson,Park 3-11,PRESIDENT/VP,"",N/A,write in,22
Johnson,Park 3-12,PRESIDENT/VP,"",Green,STEIN AND BARAKA,16
Johnson,Park 3-12,PRESIDENT/VP,"",Republican,TRUMP AND PENCE,209
Johnson,Park 3-12,PRESIDENT/VP,"",N/A,write in,11
Johnson,Park 3-13,PRESIDENT/VP,"",Green,STEIN AND BARAKA,15
Johnson,Park 3-13,PRESIDENT/VP,"",Republican,TRUMP AND PENCE,585
Johnson,Park 3-13,PRESIDENT/VP,"",N/A,write in,36
Johnson,Park 3-14,PRESIDENT/VP,"",Green,STEIN AND BARAKA,17
Johnson,Park 3-14,PRESIDENT/VP,"",Republican,TRUMP AND PENCE,387
Johnson,Park 3-14,PRESIDENT/VP,"",N/A,write in,21
Johnson,Park 3-15,PRESIDENT/VP,"",Green,STEIN AND BARAKA,11
Johnson,Park 3-15,PRESIDENT/VP,"",Republican,TRUMP AND PENCE,295
Johnson,Park 3-15,PRESIDENT/VP,"",N/A,write in,9
Johnson,Park 3-16,PRESIDENT/VP,"",Green,STEIN AND BARAKA,10
Johnson,Park 3-16,PRESIDENT/VP,"",Republican,TRUMP AND PENCE,270
Johnson,Park 3-16,PRESIDENT/VP,"",N/A,write in,12
Johnson,Park 3-17,PRESIDENT/VP,"",Green,STEIN AND BARAKA,6
Johnson,Park 3-17,PRESIDENT/VP,"",Republican,TRUMP AND PENCE,273
Johnson,Park 3-17,PRESIDENT/VP,"",N/A,write in,8
Johnson,Park 3-18,PRESIDENT/VP,"",Green,STEIN AND BARAKA,18
Johnson,Park 3-18,PRESIDENT/VP,"",Republican,TRUMP AND PENCE,284
Johnson,Park 3-18,PRESIDENT/VP,"",N/A,write in,18
Johnson,Park 3-19,PRESIDENT/VP,"",Green,STEIN AND BARAKA,19
Johnson,Park 3-19,PRESIDENT/VP,"",Republican,TRUMP AND PENCE,331
Johnson,Park 3-19,PRESIDENT/VP,"",N/A,write in,15
Johnson,Park 3-20,PRESIDENT/VP,"",Green,STEIN AND BARAKA,13
Johnson,Park 3-20,PRESIDENT/VP,"",Republican,TRUMP AND PENCE,387
Johnson,Park 3-20,PRESIDENT/VP,"",N/A,write in,26
Johnson,Park 3-21,PRESIDENT/VP,"",Green,STEIN AND BARAKA,6
Johnson,Park 3-21,PRESIDENT/VP,"",Republican,TRUMP AND PENCE,293
Johnson,Park 3-21,PRESIDENT/VP,"",N/A,write in,19
Johnson,Park 3-22,PRESIDENT/VP,"",Green,STEIN AND BARAKA,9
Johnson,Park 3-22,PRESIDENT/VP,"",Republican,TRUMP AND PENCE,180
Johnson,Park 3-22,PRESIDENT/VP,"",N/A,write in,11
Johnson,Park 4-01,PRESIDENT/VP,"",Green,STEIN AND BARAKA,7
Johnson,Park 4-01,PRESIDENT/VP,"",Republican,TRUMP AND PENCE,325
Johnson,Park 4-01,PRESIDENT/VP,"",N/A,write in,15
Johnson,Park 4-02,PRESIDENT/VP,"",Green,STEIN AND BARAKA,14
Johnson,Park 4-02,PRESIDENT/VP,"",Republican,TRUMP AND PENCE,601
Johnson,Park 4-02,PRESIDENT/VP,"",N/A,write in,22
Johnson,Park 4-03,PRESIDENT/VP,"",Green,STEIN AND BARAKA,9
Johnson,Park 4-03,PRESIDENT/VP,"",Republican,TRUMP AND PENCE,673
Johnson,Park 4-03,PRESIDENT/VP,"",N/A,write in,24
Johnson,Park 4-04,PRESIDENT/VP,"",Green,STEIN AND BARAKA,12
Johnson,Park 4-04,PRESIDENT/VP,"",Republican,TRUMP AND PENCE,596
Johnson,Park 4-04,PRESIDENT/VP,"",N/A,write in,39
Johnson,Park 4-05,PRESIDENT/VP,"",Green,STEIN AND BARAKA,11
Johnson,Park 4-05,PRESIDENT/VP,"",Republican,TRUMP AND PENCE,379
Johnson,Park 4-05,PRESIDENT/VP,"",N/A,write in,33
Johnson,Park 4-06,PRESIDENT/VP,"",Green,STEIN AND BARAKA,10
Johnson,Park 4-06,PRESIDENT/VP,"",Republican,TRUMP AND PENCE,336
Johnson,Park 4-06,PRESIDENT/VP,"",N/A,write in,19
Johnson,Park 4-07,PRESIDENT/VP,"",Green,STEIN AND BARAKA,11
Johnson,Park 4-07,PRESIDENT/VP,"",Republican,TRUMP AND PENCE,253
Johnson,Park 4-07,PRESIDENT/VP,"",N/A,write in,7
Johnson,Park 4-08,PRESIDENT/VP,"",Green,STEIN AND BARAKA,4
Johnson,Park 4-08,PRESIDENT/VP,"",Republican,TRUMP AND PENCE,406
Johnson,Park 4-08,PRESIDENT/VP,"",N/A,write in,28
Johnson,Park 4-09,PRESIDENT/VP,"",Green,STEIN AND BARAKA,6
Johnson,Park 4-09,PRESIDENT/VP,"",Republican,TRUMP AND PENCE,447
Johnson,Park 4-09,PRESIDENT/VP,"",N/A,write in,13
Johnson,Park 4-10,PRESIDENT/VP,"",Green,STEIN AND BARAKA,5
Johnson,Park 4-10,PRESIDENT/VP,"",Republican,TRUMP AND PENCE,327
Johnson,Park 4-10,PRESIDENT/VP,"",N/A,write in,12
Johnson,Park 4-11,PRESIDENT/VP,"",Green,STEIN AND BARAKA,14
Johnson,Park 4-11,PRESIDENT/VP,"",Republican,TRUMP AND PENCE,459
Johnson,Park 4-11,PRESIDENT/VP,"",N/A,write in,28
Johnson,Park 4-12,PRESIDENT/VP,"",Green,STEIN AND BARAKA,7
Johnson,Park 4-12,PRESIDENT/VP,"",Republican,TRUMP AND PENCE,605
Johnson,Park 4-12,PRESIDENT/VP,"",N/A,write in,37
Johnson,Park 4-13,PRESIDENT/VP,"",Green,STEIN AND BARAKA,13
Johnson,Park 4-13,PRESIDENT/VP,"",Republican,TRUMP AND PENCE,462
Johnson,Park 4-13,PRESIDENT/VP,"",N/A,write in,18
Johnson,Park 4-14,PRESIDENT/VP,"",Green,STEIN AND BARAKA,4
Johnson,Park 4-14,PRESIDENT/VP,"",Republican,TRUMP AND PENCE,265
Johnson,Park 4-14,PRESIDENT/VP,"",N/A,write in,22
Johnson,Park 4-15,PRESIDENT/VP,"",Green,STEIN AND BARAKA,15
Johnson,Park 4-15,PRESIDENT/VP,"",Republican,TRUMP AND PENCE,548
Johnson,Park 4-15,PRESIDENT/VP,"",N/A,write in,31
Johnson,Park 4-16,PRESIDENT/VP,"",Green,STEIN AND BARAKA,16
Johnson,Park 4-16,PRESIDENT/VP,"",Republican,TRUMP AND PENCE,593
Johnson,Park 4-16,PRESIDENT/VP,"",N/A,write in,32
Johnson,Park 4-17,PRESIDENT/VP,"",Green,STEIN AND BARAKA,15
Johnson,Park 4-17,PRESIDENT/VP,"",Republican,TRUMP AND PENCE,536
Johnson,Park 4-17,PRESIDENT/VP,"",N/A,write in,25
Johnson,Park 4-18,PRESIDENT/VP,"",Green,STEIN AND BARAKA,6
Johnson,Park 4-18,PRESIDENT/VP,"",Republican,TRUMP AND PENCE,88
Johnson,Park 4-18,PRESIDENT/VP,"",N/A,write in,10
Johnson,Park 4-19,PRESIDENT/VP,"",Green,STEIN AND BARAKA,7
Johnson,Park 4-19,PRESIDENT/VP,"",Republican,TRUMP AND PENCE,529
Johnson,Park 4-19,PRESIDENT/VP,"",N/A,write in,18
Johnson,Park 5-01,PRESIDENT/VP,"",Green,STEIN AND BARAKA,21
Johnson,Park 5-01,PRESIDENT/VP,"",Republican,TRUMP AND PENCE,395
Johnson,Park 5-01,PRESIDENT/VP,"",N/A,write in,14
Johnson,Park 5-02,PRESIDENT/VP,"",Green,STEIN AND BARAKA,0
Johnson,Park 5-02,PRESIDENT/VP,"",Republican,TRUMP AND PENCE,38
Johnson,Park 5-02,PRESIDENT/VP,"",N/A,write in,2
Johnson,Park 5-03,PRESIDENT/VP,"",Green,STEIN AND BARAKA,16
Johnson,Park 5-03,PRESIDENT/VP,"",Republican,TRUMP AND PENCE,462
Johnson,Park 5-03,PRESIDENT/VP,"",N/A,write in,26
Johnson,Park 5-04,PRESIDENT/VP,"",Green,STEIN AND BARAKA,17
Johnson,Park 5-04,PRESIDENT/VP,"",Republican,TRUMP AND PENCE,343
Johnson,Park 5-04,PRESIDENT/VP,"",N/A,write in,25
Johnson,Park 5-05,PRESIDENT/VP,"",Green,STEIN AND BARAKA,7
Johnson,Park 5-05,PRESIDENT/VP,"",Republican,TRUMP AND PENCE,241
Johnson,Park 5-05,PRESIDENT/VP,"",N/A,write in,11
Johnson,Park 5-06,PRESIDENT/VP,"",Green,STEIN AND BARAKA,10
Johnson,Park 5-06,PRESIDENT/VP,"",Republican,TRUMP AND PENCE,378
Johnson,Park 5-06,PRESIDENT/VP,"",N/A,write in,27
Johnson,Park 5-07,PRESIDENT/VP,"",Green,STEIN AND BARAKA,9
Johnson,Park 5-07,PRESIDENT/VP,"",Republican,TRUMP AND PENCE,609
Johnson,Park 5-07,PRESIDENT/VP,"",N/A,write in,19
Johnson,Park 5-08,PRESIDENT/VP,"",Green,STEIN AND BARAKA,24
Johnson,Park 5-08,PRESIDENT/VP,"",Republican,TRUMP AND PENCE,736
Johnson,Park 5-08,PRESIDENT/VP,"",N/A,write in,36
Johnson,Park 5-09,PRESIDENT/VP,"",Green,STEIN AND BARAKA,8
Johnson,Park 5-09,PRESIDENT/VP,"",Republican,TRUMP AND PENCE,529
Johnson,Park 5-09,PRESIDENT/VP,"",N/A,write in,32
Johnson,Park 5-10,PRESIDENT/VP,"",Green,STEIN AND BARAKA,9
Johnson,Park 5-10,PRESIDENT/VP,"",Republican,TRUMP AND PENCE,423
Johnson,Park 5-10,PRESIDENT/VP,"",N/A,write in,18
Johnson,Park 5-11,PRESIDENT/VP,"",Green,STEIN AND BARAKA,23
Johnson,Park 5-11,PRESIDENT/VP,"",Republican,TRUMP AND PENCE,470
Johnson,Park 5-11,PRESIDENT/VP,"",N/A,write in,18
Johnson,Park 5-12,PRESIDENT/VP,"",Green,STEIN AND BARAKA,3
Johnson,Park 5-12,PRESIDENT/VP,"",Republican,TRUMP AND PENCE,218
Johnson,Park 5-12,PRESIDENT/VP,"",N/A,write in,7
Johnson,Park 5-13,PRESIDENT/VP,"",Green,STEIN AND BARAKA,11
Johnson,Park 5-13,PRESIDENT/VP,"",Republican,TRUMP AND PENCE,445
Johnson,Park 5-13,PRESIDENT/VP,"",N/A,write in,13
Johnson,Park 5-14,PRESIDENT/VP,"",Green,STEIN AND BARAKA,13
Johnson,Park 5-14,PRESIDENT/VP,"",Republican,TRUMP AND PENCE,408
Johnson,Park 5-14,PRESIDENT/VP,"",N/A,write in,13
Johnson,Park 5-15,PRESIDENT/VP,"",Green,STEIN AND BARAKA,13
Johnson,Park 5-15,PRESIDENT/VP,"",Republican,TRUMP AND PENCE,381
Johnson,Park 5-15,PRESIDENT/VP,"",N/A,write in,19
Johnson,Park 5-16,PRESIDENT/VP,"",Green,STEIN AND BARAKA,6
Johnson,Park 5-16,PRESIDENT/VP,"",Republican,TRUMP AND PENCE,269
Johnson,Park 5-16,PRESIDENT/VP,"",N/A,write in,10
Johnson,Park 5-17,PRESIDENT/VP,"",Green,STEIN AND BARAKA,2
Johnson,Park 5-17,PRESIDENT/VP,"",Republican,TRUMP AND PENCE,171
Johnson,Park 5-17,PRESIDENT/VP,"",N/A,write in,11
Johnson,Park 5-18,PRESIDENT/VP,"",Green,STEIN AND BARAKA,11
Johnson,Park 5-18,PRESIDENT/VP,"",Republican,TRUMP AND PENCE,446
Johnson,Park 5-18,PRESIDENT/VP,"",N/A,write in,13
Johnson,Park 6-01,PRESIDENT/VP,"",Green,STEIN AND BARAKA,6
Johnson,Park 6-01,PRESIDENT/VP,"",Republican,TRUMP AND PENCE,495
Johnson,Park 6-01,PRESIDENT/VP,"",N/A,write in,19
Johnson,Park 6-02,PRESIDENT/VP,"",Green,STEIN AND BARAKA,6
Johnson,Park 6-02,PRESIDENT/VP,"",Republican,TRUMP AND PENCE,418
Johnson,Park 6-02,PRESIDENT/VP,"",N/A,write in,23
Johnson,Park 6-03,PRESIDENT/VP,"",Green,STEIN AND BARAKA,7
Johnson,Park 6-03,PRESIDENT/VP,"",Republican,TRUMP AND PENCE,346
Johnson,Park 6-03,PRESIDENT/VP,"",N/A,write in,11
Johnson,Park 6-04,PRESIDENT/VP,"",Green,STEIN AND BARAKA,5
Johnson,Park 6-04,PRESIDENT/VP,"",Republican,TRUMP AND PENCE,517
Johnson,Park 6-04,PRESIDENT/VP,"",N/A,write in,26
Johnson,Park 6-05,PRESIDENT/VP,"",Green,STEIN AND BARAKA,8
Johnson,Park 6-05,PRESIDENT/VP,"",Republican,TRUMP AND PENCE,523
Johnson,Park 6-05,PRESIDENT/VP,"",N/A,write in,32
Johnson,Park 6-06,PRESIDENT/VP,"",Green,STEIN AND BARAKA,0
Johnson,Park 6-06,PRESIDENT/VP,"",Republican,TRUMP AND PENCE,0
Johnson,Park 6-06,PRESIDENT/VP,"",N/A,write in,0
Johnson,Park 6-07,PRESIDENT/VP,"",Green,STEIN AND BARAKA,4
Johnson,Park 6-07,PRESIDENT/VP,"",Republican,TRUMP AND PENCE,180
Johnson,Park 6-07,PRESIDENT/VP,"",N/A,write in,6
Johnson,Park 6-08,PRESIDENT/VP,"",Green,STEIN AND BARAKA,18
Johnson,Park 6-08,PRESIDENT/VP,"",Republican,TRUMP AND PENCE,1282
Johnson,Park 6-08,PRESIDENT/VP,"",N/A,write in,51
Johnson,Park 6-09,PRESIDENT/VP,"",Green,STEIN AND BARAKA,16
Johnson,Park 6-09,PRESIDENT/VP,"",Republican,TRUMP AND PENCE,695
Johnson,Park 6-09,PRESIDENT/VP,"",N/A,write in,27
Johnson,Park 6-10,PRESIDENT/VP,"",Green,STEIN AND BARAKA,21
Johnson,Park 6-10,PRESIDENT/VP,"",Republican,TRUMP AND PENCE,463
Johnson,Park 6-10,PRESIDENT/VP,"",N/A,write in,19
Johnson,Park 6-11,PRESIDENT/VP,"",Green,STEIN AND BARAKA,17
Johnson,Park 6-11,PRESIDENT/VP,"",Republican,TRUMP AND PENCE,393
Johnson,Park 6-11,PRESIDENT/VP,"",N/A,write in,28
Johnson,Park 6-12,PRESIDENT/VP,"",Green,STEIN AND BARAKA,4
Johnson,Park 6-12,PRESIDENT/VP,"",Republican,TRUMP AND PENCE,205
Johnson,Park 6-12,PRESIDENT/VP,"",N/A,write in,7
Johnson,Park 6-13,PRESIDENT/VP,"",Green,STEIN AND BARAKA,17
Johnson,Park 6-13,PRESIDENT/VP,"",Republican,TRUMP AND PENCE,675
